,Ratings,sentiment,Reviews_fin
495,5,1,"didnt, get, headphone, converter, jack, box, aware, friend, told, kindly, update, reason, box, seal, pack, jack, box, plz, revert"
498,4,1,"wife, owning, iphone, since, migrated, androidno, issue, evereverything, great"
499,5,1,"quality, phone, phone, get, discharge, within, hr, nothing, good, phone"
500,5,1,"didnt, receive, lightning, mm, headphone, jack, adapter, everything, fine"
501,4,1,"battery, working, properly, purchase, mobile, month, ago, kindly, suggest, replace, battery, mobile, warranty, period"
502,5,1,"please, buy, iphone, online, previous, backdated, version, purchased, via, amazon, within, month, replaced, device, apple, store, due, technical, reason"
504,5,1,"picture, quality, phone, excellent, sound, quality, good, battery, life, would, say, around, hr"
507,4,1,"one, thing, dont, iphone, dont, iphoneas, apple, put, best, iphone, weve, ever, made, agreedthis, without, doubt, best, iphone, best, phone, go"
514,5,1,"heating, problem, battery, life, shortcrying, phone"
516,5,1,"except, battery, camera, everything, else, great"
520,5,1,"voice, echoying, clear, possible, would, like, exchange, buy, new, one"
521,5,1,"value, money"
522,5,1,"battery, life, low, camera, quality, could, better, nice, phone, excellent, packing"
524,5,1,"iphone, switching, ongot, heated, switched"
528,5,1,"price, range, good, product, bought, dad, happy, phone"
531,4,1,"best, phone"
533,4,1,"battery, life, assessed, right, others, seems, okay, press, home, bitten, feel, movement, screen"
534,5,1,"havent, received, lightning, mm, audio, cable, mentioned, specification, come, box, havent, received"
535,5,1,"phone, awesome, huge, improvement, camera, performance, previous, model, love, core"
536,5,1,"wroth, moneyit, better, use, iphone, androidandroid, lag, lot"
537,5,1,"old, product, price, apple, product, big, issue, recommending"
539,5,1,"used, android, early, day, smartphones, since, started, using, iphone, loved, thats, individual, choice, would, suggest, iphoneiphone, perfect, size, shape, neither, smaal, bulky"
540,5,1,"satisfied, purchasing, best, brand, also, getting, problem, within, month, mean, poor, performance"
542,4,1,recommend
543,5,1,"bought, iphone, amazon, feature, everything, superb, problem, battery, giving, expected, hour"
544,5,1,"didnt, got, connector, lighting, port, mm, jack, wtf"
546,5,1,"iphone, iphone"
548,5,1,"fast, flawless, believe, apple, need, come, new, creative, design"
549,5,1,excellent
550,5,1,good
552,5,1,"battery, suck"
555,4,1,"nice, display, colour"
556,5,1,"superb, phone, prosvery, good, signal, receptiongood, battery, lifeaccurate, sensorsgood, processor, speedsuper, fast, charging"
557,5,1,"feeling, brand, new, battery, life, le, text, pad, appearing, properly, call, coming, pickup, option, invisible, something, wrong"
562,5,1,"battery, life, poor, support, battery, backup"
563,5,1,"awesome, phone, best, phone, apple, finishing, first, class, easy, carry, lovely, amazon, best, deal, got, waiting, purchase"
564,5,1,"dont, buy, bloody, west, money"
566,4,1,"good, product, mic, quality, poor, good, phone, really, one, buy, product, yes, good"
567,5,1,"withing, week, facing, battery, issue, display, issue, thankfully, display, replaced, apple, never, buy, iphone, online, worst, experience"
568,5,1,"mobile, didnt, switched, delivery, battery, draining, unable, return"
570,5,1,"good, smartphone, apple, liking, user, middium, size, fit, ur, pocket, picture, quality, good, drawback, battery, life, except, iphone, series, good"
572,5,1,"volume, button, working, properly"
573,5,1,"awesome, product"
575,5,1,good
576,5,1,"quality, product, good, also, brand, apple, purchased, product, everyone, said, battery, life, phone, poor, per, opinion, battery, life, good, picture, quality, awesome"
578,4,1,"good, product"
579,5,1,"good, product, time, fingerprint, open, immediate, wethand, fingerprint, open"
581,4,1,"using, iphones, year, consider, phone, say, lot, product, quality, customer, satisfaction"
582,5,1,"camera, awesome, fingerprint, work, faster, phone, little, bit, issue, batter, backup, good, except, battery, backup, thing, best, device"
585,5,1,"supprb, phone, apple, always, prof, best"
586,5,1,"iphone, still, relevant, amazing, phonethe, downside, record, video, sound, muffled, overall, still, work, fine"
587,4,1,"apple, apple"
588,5,1,"seems, seller, faking, productbattery, started, draining, month, usageworst, experience, doesnt, recommend, seller"
591,4,1,"good, good"
592,5,1,"still, rocking, phone, almost, year, performance, wise, complaint, seem, aged, design"
593,4,1,"worth, price, hardcore, apple, customer, original, perfect"
597,5,1,"good, iphone"
598,5,1,"phone, hanging, battery, good, also, amzon, help, return"
600,5,1,good
602,4,1,"great, amazon, ty, ty, ty, wonderful, phone, loved, great, deal"
606,5,1,"obviously, bought, iphone, fancause, iphonedeep, inside, cried, op, tear"
607,5,1,"nice, product, ni, ice, camera, phone, recive, thnx, much, amazon"
609,5,1,"damage, phone, dont, buy"
610,5,1,"poor, battery, life, poor, camera, quality, highly, heating, bad, qualify, product, delivered"
612,5,1,"id, used, phone, least, year, im, upgradingbut, noticed, problem, like, lagging, issue, till, there, problem, device, battery, backup"
614,4,1,"handy, good, quality"
621,5,1,"hey, recieved, defective, iphone, voice, issue, whenever, pick, call, made, call, unable, hear, voice, properly"
622,5,1,"original, product, n, timely, delivery"
623,4,1,"compact, phoneits, vibration, reduction, video, clip, owsomesound, quality, amazing, pure, stereo, soundand, specially, earpiece, also, turn, speaker"
624,5,1,"dont, understand, slow, hang, slow, processing"
627,5,1,love
628,4,1,"best, buy, match, apple, quality"
629,5,1,"impressive, first, time, ordered, item, paying, card, delievery, result, vice, versa, depressed, want, replace"
633,4,1,"bought, major, problem, need, charge, battery, several, time, day"
634,5,1,"apple, need, review, apple, apple"
636,5,1,"writing, review, three, year, product, original, good, quality"
639,5,1,"nice, product, fast, delivery, amazon, replaced, iphone, iphone, little, improvement, software, battery, life"
643,5,1,"head, phone, look, like, cheap, quality, time, able, adjust, sound, headphone, button, listening, music"
644,5,1,"phone, getting, heat, earlyi, want, return, productcan, help, tht"
645,4,1,"better, iphone, iphone, x, premium, android, phone"
646,5,1,"good, camera, quality, also, processor, fast, problem, battery, life"
647,5,1,"dont, think, product, need, feedback, great, set, still, miss, mm, jack"
648,5,1,"excellent, genuine, product, issue, o, find, way, resolve, thats, star, ok"
653,5,1,"working, fine"
655,5,1,"finally, good"
656,5,1,"mobile, gudbattery, discharging, soonnothing, complaint"
658,5,1,"battery, life, lasting, hour, unfortunate, taken, brand, new, day, battery, life, worst"
659,5,1,"stop, working, within, day"
660,5,1,"absolutely, stunning, device, premium, feel, durable, device, come, number, application, rate, negative, typical, phone, pc, hand, display, camera, single, word"
662,5,1,"almost, month, im, using, iphone, far, problem, purchased, lot, stuff, amazon, n, never, disappoint"
663,4,1,"battery, life, goodemits, heat, used, hotspot, called, apple, standard"
664,5,1,"iphone, camera, working, good, also, comfortable, using, phone"
665,5,1,"phone, battery, died, month, order, doesnt, imei, number"
667,4,1,"bad, battery, backup, need, charge, time, single, day"
668,5,1,"best, iphone, dont, require, wireless, charging, even, amazing, camera, superb, responsiveness, build, quality"
672,5,1,"phone, working, perfectly, worried, genuine, quality, got, perfect"
674,5,1,"seller, sent, faulty, piece, trying, return, happening"
675,5,1,"awesome, product, apple, best, usual, best, phone, price, range, awesome, speed, delivered, time, thanks, amazon"
676,4,1,"received, item, zero, battery, full, charge, getting, drained, fast, need, improvement"
677,5,1,"lag, communication, network, problem, battery, back, also, descent"
679,4,1,"actually, phone, iphone, u, cant, define, pron, con"
680,4,1,"booked, phone, feel, bad, say, accessory, jack, adapter, missing, boxi, hope, get, replaced, phone, good, contain, accessory"
683,5,1,"phone, good, camera, excellent, battery, good"
684,5,1,"simply, awesome, performance, speed, everything, awesome, con, battery, back, mark, except, masterpiece"
686,4,1,"company, product, apple, battery, delivery, battery, charging"
687,4,1,"battery, poor, hourworst, battery, apple, product"
688,4,1,"apple, iphone, best, current, time, gold, model, apple, iphone, pretty, good, iphone, data, secure, instead, android, people, want, secure, data, feature, available, apple, iphone"
689,4,1,"network, signal, issue"
691,5,1,"good, genuine, product, amazon, delivery, always, timesuperb, fully, satisfied, amazon"
692,5,1,"dont, understand, amazon, delivered, faulty, device, heating, battery, draining, fast, dont, know"
693,5,1,"didnt, expect, faulty, phone, amazonthis, phone, wont, start, hell, send, defective, item"
694,5,1,"im, writing, review, year, superb, phone, nice, camera, good, battery, back"
695,4,1,"battery, gon, month"
696,5,1,"transfer, whtsapp, chat, android, new, iphone, help, solve, issue, thank"
698,4,1,"go, ignore, negative, review, get, went, apple, costumer, care, verified, genuine, peodect"
699,5,1,"month, use, mobile, automatically, got, switched, working, nowplease, help"
700,4,1,"camera, finger, print, ok, battery, life, poor, dont, buy, battery, quickly, drainedtwo, time, full, charged, single, day"
702,4,1,"best, smartphone"
703,5,1,"nice, handy"
704,5,1,best
705,5,1,"manufacturing, date, thats, old, battery, quality, lowonly, waste, money, earphone, box"
707,5,1,"overheating, calling, using, normal, way, poor, battery, life, wouldnt, recommend, product"
708,5,1,"excellent, product, fast, shipment, recommended, seller"
711,5,1,"bought, iphone, amazon, sale, product, hardware, defect, month, camera, malfunction, wifi, issue, quoted, hardware, defect, cannot, repaired"
712,5,1,"good, small, speed, low"
713,5,1,good
714,5,1,"early, review, upgrade, phone, really, great, dont, know, guy, say, battery, u, r, iphone, user, u, know, love, product, great"
715,5,1,"usual, issue, apple, deviceworks, fineno, lag, fartested, water, well, still, work, fineapple, improved, battery, backup, welljust, faced, issue, delivery, solved, multiple, contacting, amazon"
717,4,1,"new, iphone, delivered, turning"
720,5,1,"bought, new, iphone, first, day, taking, hr, complete, charge, draining, hr, idle, state"
