,Customer_name,Reviewed_date,Ratings,Reviews,Review_title
72,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  Only 2-3 hours of battery life after full charging, please don’t buy this phone",
73,jaywant,29 October 2018,1.0 out of 5 stars,"  I have been using iPhone for long. I was planning to buy an iPhone my brother since he is in class 10 and what would be better than iPhone 7. Since he has not much to use 32 gb was quiet okay. After placing an order on Amazon my feet were cold as I read so many negative comments and honestly speaking even a day before getting this device I was going through the Amazon comment section. At last I just prayed to lord and said whatever will happen I ll face it. Fortune enough that there was 0 glitch. Battery health full 100%, device update to lasted version iOS 14.3. I have no issue with the phone. To all who are going to see my uploaded pictures please don’t think anything bad of this device I got the screen guard and back cover lamentation so that’s why my iPhone is reflecting. Thank you Amazon for your generous service",
74,sherin,29 May 2020,1.0 out of 5 stars,  Can’t hear the voice over the phone calls. Can’t believe Apple can produce such sick device that it won’t work with the basic need  to be fulfilled through a phone. I need this device to be thoroughly checked. Either Apple or Amazon is at fault.You guys wasted my 2 days time. It sucks. Who will bear the loss of time wastage for phone n data transfer etc? Refund immediately. Get it picked. Facing problem in transferring my whole data in previous device now.,
75,vivek,6 January 2021,1.0 out of 5 stars,  Sorry to say the product I received was not up to the mark that too from amazon who I trusted several years The phone I got is defective Everyone who calls me say neither audible or echo sound This is 1st time am posting a negative remark Deep regrets,
76,Salil S.,23 September 2017,3.0 out of 5 stars,"  Exchanged my HTC One A9 for this.  Both felt the same in my hand, which is a good thing. I definitely didn't want any of the ugly oversized phones that are so popular now. This phone is Sturdy. I dropped it a few times when traveling..once, right on its glass face from a height of ~3 feet. It fell down on one of those rough, jagged granite steps we see everywhere in India. Barely a scratch. In the last one year, my iPhone 7 has picked up a few tiny spots on the back where the paint has come off, but nothing that would take away from its great looks. This thing has survived a fair bit of abuse, without a phone case. Will hold on to this one a while longer because the newer X series phones are bulky and I read that they get scratched easily. Everything else is as expected on an iPhone - it all just works really well. If I had to nitpick, I'd say the fingerprint reader isn't the best in the market. If you are considering buying this, I highly recommend it.",
77,Susovan Mukherjee,1 December 2020,1.0 out of 5 stars,"  After 2yr of usage, I am writing this reviewAll knows, iOS is performance and security features, I don't have any questions on its capability.Within last 2yr two times, I contacted it's service center for different software issues, I never faced any such issues in any other devices.Last one, I faced was, speaker greyout issue, that was the end of my apple story.General , this phone is the best if it working.They have lots of hw and sw issues, if you are unlucky and your phone fall in to anyone of it, you are in trap.They don't have skilled labours in their services center to replace any part of the board, so mostly suggest you to replace the phone.I wish good luck of iphone lovers!Best Practice: get extended warranty for ur phone and renew it as much possible. Extended warranty provided by third pary mobile sellers(I didn't find this option in Amazon, or Apple planent).",
78,Dubbaka.kavya,25 December 2020,1.0 out of 5 stars,"  I thought iphone have good features and easy to use.The phone was received in no battery charged condition.While using in few minutes it gets heated up.Camera is good but the storage space is very low. It is not expandable memory.Photos/videos processing is good, however it hangs mostly.The iphone contact number provided on amazon is not from India. so it is very difficult to contactNo chance for returing",
79,Aanubrata,10 January 2019,5.0 out of 5 stars,"  My 2nd iPhone 7 till date...love the compact size of the phone and the premium feel of the aluminium body.Battery life is the major draw back..moderate use will leave you with 20% by the end of the day(FB,chatting,instagram) ..not for heavy media users.Cameras ,both front n back are good but a bit  over saturated.Speaker volume decent.Performance top notch.4/5 for this.",
80,Abhijit kamune,28 March 2018,1.0 out of 5 stars,"  Overal good but what I got the ear phones , charger and data cable not brand of apple it was another one it was the bad experience with Amazon",
81,Raj,28 February 2019,1.0 out of 5 stars,  I got this phone 10 days before just to have a premium quality phone for the long run but the Heating issue are very high on this phone (a lot more if compared from 6s) Build quality is Good but the Charged stopped working in 2 days itself.Overall Not worth of 30k.Apple support is also not satisfactory and will suggest to Go for some Android options if the max you wanna spend is 25k-30k.Overall All not at all satisfied with the phone expected a decent phone but multiple issues are making it below average.,
82,Bikku ,15 December 2020,1.0 out of 5 stars,"  What do I say? You know how this phone is. Aluminium back, Taptic 3D touch, taptic home button differentiate this from 6s and 8. In my opinion, this is the best out of the 3 overall. I bought it for 39,000, wish it was cheaper, around 32,000 or something. But oh well, Apple is apple, so good it doesn't depreciate.",
83,sanjeev,15 November 2020,1.0 out of 5 stars,"  Battery is getting discharged at a very fast pace. Have been directed to approach Apple iStore for the resolution. Not happy with the revert from Apple as well. they have heard the issue patiently but did not get any resolution, they just say to update to the latest version and performance will be good.",
